2004	35438.4
2005	35515.2
2006	35464.6
2007	35481.6
2008	35631.6
2009	35907.8
2010	36232.8
2011	36605.4
2012	37037.7
2013	37445.4
2014	37775.4
2015	38041
2016	38220.2
2017	38320.2
2018	38380.3
